주민등록번호,이름,세대주관계,세대원1,세대원1관계,세대원2,세대원2관계,세대원3,세대원3관계
580512-2054326,송현수,본인,정윤연,배우자,,,,
550705-9200857,윤민연,본인,장도혁,배우자,,,,
730122-4227312,최하연,본인,조도수,배우자,오민연,자녀,박정진,자녀
760124-7484768,정지현,본인,이정빈,배우자,오예영,자녀,이정우,자녀
570701-0462167,임민현,본인,김준호,배우자,장정영,자녀,최하혁,자녀
530413-9322210,정예연,본인,,,,,,
530325-5679693,박영아,본인,정지진,배우자,이준윤,자녀,박하빈,자녀
910420-2193715,이민수,본인,최윤수,배우자,정현연,자녀,조정우,자녀
600516-3792113,송하수,본인,,,,,,
810601-4985646,임예민,본인,최윤혁,배우자,,,,
881010-8700761,임하진,본인,,,,,,
950825-8674151,정서윤,본인,오정연,배우자,박예윤,자녀,장예수,자녀
870223-8350076,정도윤,본인,정민연,배우자,임지연,자녀,이준우,자녀
511007-0927717,강지현,본인,,,,,,
870826-5454373,박현수,본인,최서영,배우자,,,,
630123-7768201,이도영,본인,최도영,배우자,,,,
740607-8965049,송지수,본인,,,,,,
920212-7066440,박지영,본인,오서호,배우자,윤예진,자녀,이서호,자녀
930322-5492634,송현영,본인,이민연,배우자,장준수,자녀,,
720209-1533423,박민현,본인,조지호,배우자,이하연,자녀,,
650928-3212647,박하진,본인,오하혁,배우자,,,,
690418-7110744,한민아,본인,오하진,배우자,이도우,자녀,조하율,자녀
820512-6068756,임지영,본인,오정혁,배우자,장도연,자녀,임준수,자녀
890801-1492439,정지수,본인,정준율,배우자,장지연,자녀,오서연,자녀
910826-3916827,윤준영,본인,최서호,배우자,,,,
980724-2422137,박하수,본인,김서빈,배우자,,,,
730222-1278081,임지빈,본인,김윤영,배우자,,,,
880502-2002169,윤지빈,본인,박민연,배우자,,,,
871103-5466126,최하연,본인,최현빈,배우자,,,,
940727-3595063,정서수,본인,,,,,,
830120-7709276,한지현,본인,윤서호,배우자,,,,
600813-3309120,한준우,본인,박현호,배우자,김서윤,자녀,,
850525-1793496,박준현,본인,,,,,,
700511-5090042,김태수,본인,김민혁,배우자,장도진,자녀,오지빈,자녀
980420-3129883,임현빈,본인,이예수,배우자,,,,
620708-2152398,김하수,본인,오정우,배우자,,,,
770316-9077849,윤도연,본인,임하우,배우자,이민영,자녀,장도빈,자녀
901020-7053336,정예빈,본인,,,,,,
650426-4116373,임현연,본인,오도율,배우자,,,,
871005-4382486,송예윤,본인,임예수,배우자,정민빈,자녀,,
971118-8977277,이서민,본인,,,,,,
790119-9681594,한도수,본인,윤민우,배우자,이현우,자녀,장예연,자녀
811204-4452486,강지우,본인,,,,,,
750512-7478624,박태진,본인,이지영,배우자,정하진,자녀,최서호,자녀
761126-3821063,윤서현,본인,임민진,배우자,오지진,자녀,정현연,자녀
760313-5909582,정민영,본인,박하연,배우자,오하수,자녀,오준빈,자녀
690920-5837796,임지연,본인,장예진,배우자,김서호,자녀,정예혁,자녀
760105-0097364,최영영,본인,임지진,배우자,,,,
950208-6357094,박지연,본인,김하빈,배우자,김서연,자녀,,
541213-2834730,강예영,본인,윤하혁,배우자,장현우,자녀,,
621119-0161516,정태빈,본인,장도영,배우자,이윤연,자녀,,
510802-4929590,김도수,본인,,,,,,
680104-1771337,한준아,본인,오민혁,배우자,,,,
730316-4494131,김민빈,본인,,,,,,
750928-8682050,임현영,본인,김하윤,배우자,,,,
980419-8954467,윤현연,본인,정민수,배우자,오민혁,자녀,이윤혁,자녀
941212-0102683,박서우,본인,임도우,배우자,,,,
651106-0104595,정예현,본인,조준연,배우자,,,,
800923-5637523,최예민,본인,윤윤빈,배우자,,,,
740323-1364313,박서빈,본인,장서율,배우자,박민혁,자녀,,
870202-4503821,최서수,본인,장준빈,배우자,김윤빈,자녀,조준영,자녀
950120-7765447,한하진,본인,조서수,배우자,조지수,자녀,,
700912-5536884,임하연,본인,박도윤,배우자,장지우,자녀,,
640104-7719736,이예영,본인,,,,,,
700628-0750495,임영수,본인,조현우,배우자,박지빈,자녀,정하우,자녀
961106-2600127,이지빈,본인,,,,,,
560814-6583307,김하빈,본인,,,,,,
560217-1851992,강하빈,본인,이지율,배우자,,,,
881105-8481528,윤지수,본인,,,,,,
940309-7060233,임도우,본인,,,,,,
891128-7173063,임지민,본인,임예우,배우자,임준혁,자녀,,
810813-7090949,최예영,본인,조윤율,배우자,,,,
820410-2955798,김태진,본인,최지연,배우자,윤윤빈,자녀,,
560925-8259801,임현수,본인,조현영,배우자,오지율,자녀,,
680922-8423454,정준현,본인,오현율,배우자,,,,
621127-1779650,박서민,본인,박준빈,배우자,정도호,자녀,조도윤,자녀
781102-9436442,강태아,본인,조하진,배우자,,,,
601104-8742083,송민진,본인,윤정혁,배우자,,,,
540813-8332131,한영연,본인,,,,,,
550516-5041315,윤영우,본인,임서수,배우자,조서영,자녀,,
760327-6440448,이도영,본인,,,,,,
830910-7408835,최하영,본인,박예연,배우자,오서연,자녀,,
630423-7514263,한민아,본인,조서윤,배우자,,,,
721018-4653512,임지영,본인,이도우,배우자,이도혁,자녀,,
750705-6709340,송현우,본인,조민혁,배우자,오도우,자녀,김민진,자녀
770607-3515230,박지수,본인,,,,,,
720912-9208803,박도윤,본인,조정진,배우자,임예영,자녀,,
950301-7504528,강서진,본인,정현율,배우자,정준윤,자녀,정윤빈,자녀
790115-2882030,김준영,본인,조민율,배우자,,,,
530710-4091973,정예민,본인,김도우,배우자,,,,
691110-2555334,윤서진,본인,정지우,배우자,오윤연,자녀,,
530121-4632276,정민수,본인,임준빈,배우자,,,,
670102-8750476,강태진,본인,김예호,배우자,박현우,자녀,최윤영,자녀
950910-5207864,강민빈,본인,최윤호,배우자,정도우,자녀,임도율,자녀
740413-1908894,이서윤,본인,정예연,배우자,,,,
610218-6676533,박예윤,본인,,,,,,
810810-0948306,임태수,본인,윤서율,배우자,,,,
530807-0097992,김도수,본인,임도진,배우자,오정호,자녀,윤준연,자녀
781115-7178824,이서진,본인,김윤호,배우자,,,,
700425-5901331,윤민아,본인,조정우,배우자,윤서호,자녀,,
651209-9164018,송지진,본인,오지우,배우자,,,,
550508-8580812,김태민,본인,,,,,,
870622-5935924,박예수,본인,김윤수,배우자,박예연,자녀,,
711212-6689445,최영영,본인,,,,,,
591224-1379171,박예영,본인,박도우,배우자,,,,
980617-3065895,최현연,본인,,,,,,
500611-7148175,박도현,본인,김예빈,배우자,정예윤,자녀,,
950403-3656488,정지아,본인,정서연,배우자,박민수,자녀,오민빈,자녀
980122-6014133,최예민,본인,오예호,배우자,오윤윤,자녀,,
610103-9774238,박서진,본인,박준연,배우자,,,,
830918-0932489,윤예현,본인,정예진,배우자,오민우,자녀,,
601025-3914779,이지진,본인,조정율,배우자,장준혁,자녀,박윤혁,자녀
611217-3117057,송하현,본인,,,,,,
961025-7990030,이영윤,본인,장민진,배우자,장준빈,자녀,박윤영,자녀
820526-8894334,김예민,본인,조예영,배우자,정도우,자녀,윤도우,자녀
810118-7397626,강민수,본인,최윤윤,배우자,,,,
640104-9665904,임현아,본인,윤도수,배우자,최정율,자녀,김예수,자녀
620711-7772431,이예진,본인,,,,,,
850908-0718098,김서아,본인,박준율,배우자,임준율,자녀,윤서호,자녀
631227-9132206,윤하아,본인,김윤수,배우자,,,,
701128-9681039,한서현,본인,임지혁,배우자,박민우,자녀,윤하율,자녀
791125-6206686,송도수,본인,최하우,배우자,김하빈,자녀,,
840105-8145293,윤도빈,본인,조민호,배우자,오하호,자녀,,
670627-2176746,윤영빈,본인,윤하연,배우자,최서윤,자녀,박현호,자녀
910702-1527354,이태민,본인,장민호,배우자,김예영,자녀,오민우,자녀
871018-7980215,임하진,본인,이예혁,배우자,최정율,자녀,,
940123-9545231,강하우,본인,이정우,배우자,김준연,자녀,이윤우,자녀
800928-8633432,김지영,본인,박하혁,배우자,,,,
930511-2640240,최지연,본인,,,,,,
800208-3538354,김지아,본인,이하진,배우자,,,,
500815-9843589,임예영,본인,,,,,,
781203-0927383,한지영,본인,임현윤,배우자,,,,
540905-6415806,정도현,본인,박정연,배우자,최민연,자녀,오준호,자녀
940201-6994715,정서민,본인,,,,,,
750304-4520535,이서수,본인,,,,,,
950510-4038855,정준진,본인,박민빈,배우자,,,,
601107-4527920,박지민,본인,정정혁,배우자,김도영,자녀,이정우,자녀
841124-6468331,이태빈,본인,임정윤,배우자,박서호,자녀,임예호,자녀
551125-3367601,윤도민,본인,,,,,,
680611-7513062,박민빈,본인,이하혁,배우자,,,,
981204-0931370,정현수,본인,김지빈,배우자,임준우,자녀,,
751118-5644930,강태우,본인,정준윤,배우자,최지우,자녀,,
520318-8353498,윤도영,본인,,,,,,
810824-7739904,최서민,본인,윤민영,배우자,윤지진,자녀,조예수,자녀
670328-2023609,박영수,본인,이윤빈,배우자,김서호,자녀,,
700109-9791200,박하수,본인,최도윤,배우자,정정호,자녀,윤윤빈,자녀
990108-8190947,박현수,본인,임하윤,배우자,김준영,자녀,,
620917-0615584,강예우,본인,임민혁,배우자,장하빈,자녀,오지혁,자녀
750502-1064685,이하연,본인,조정영,배우자,임서진,자녀,,
761023-2515509,송태영,본인,박현우,배우자,장윤연,자녀,,
670516-0635608,정지민,본인,박도호,배우자,장준진,자녀,,
980728-7372651,한지윤,본인,오정수,배우자,,,,
970404-4903496,최현우,본인,임준윤,배우자,김서영,자녀,최지윤,자녀
800420-1450622,박서현,본인,김준우,배우자,,,,
890210-5147539,한지현,본인,김민수,배우자,조현혁,자녀,,
831028-4032516,한예진,본인,,,,,,
801215-1980395,최현수,본인,최정우,배우자,장하영,자녀,장지혁,자녀
861203-8716354,윤예아,본인,조예윤,배우자,정지수,자녀,임준연,자녀
671118-9470513,김현현,본인,장서영,배우자,,,,
560202-8406572,강하윤,본인,정정율,배우자,윤현윤,자녀,이도영,자녀
980808-0254727,윤영영,본인,최현연,배우자,,,,
530515-8112669,박서빈,본인,오하호,배우자,,,,
601117-2602191,김서윤,본인,윤정율,배우자,임지우,자녀,,
521202-2036505,정지우,본인,조서호,배우자,장민연,자녀,,
990923-1281431,박지우,본인,조예진,배우자,,,,
940916-1886876,송하아,본인,조정율,배우자,최윤연,자녀,,
781022-4970451,박태영,본인,이지호,배우자,김민윤,자녀,박현빈,자녀
620722-6005879,김도민,본인,,,,,,
650925-8247584,정현연,본인,,,,,,
820228-0108670,윤서현,본인,조윤윤,배우자,,,,
910307-3614446,임도민,본인,장도수,배우자,오윤수,자녀,,
700820-1932840,강민현,본인,정준우,배우자,이지진,자녀,김하영,자녀
670505-7712684,김하민,본인,,,,,,
641220-9059737,최현아,본인,박준진,배우자,장서연,자녀,김지율,자녀
991018-2633530,윤서우,본인,최지빈,배우자,윤현윤,자녀,,
980311-3656729,김민연,본인,,,,,,
871128-6064195,윤태빈,본인,윤준호,배우자,임예우,자녀,,
690601-4628084,최태현,본인,장하호,배우자,김현혁,자녀,최예호,자녀
980924-4242096,김하수,본인,오정빈,배우자,정윤영,자녀,,
590717-7729092,윤현연,본인,오서수,배우자,박예영,자녀,정민연,자녀
560302-4337541,임영아,본인,정정연,배우자,이현우,자녀,,
770323-3057499,강준우,본인,정현수,배우자,장하호,자녀,조서호,자녀
640815-8565329,임지아,본인,윤윤우,배우자,정민호,자녀,박민혁,자녀
600617-8802108,강준연,본인,정예진,배우자,,,,
501221-4041621,최민윤,본인,,,,,,
610706-9686317,한하아,본인,임도수,배우자,이서연,자녀,임현진,자녀
640322-9921471,임영우,본인,,,,,,
560603-6154585,임민윤,본인,이지율,배우자,오정윤,자녀,,
580104-9092060,임현민,본인,이민연,배우자,윤준율,자녀,,
890403-4776064,임현영,본인,장준호,배우자,,,,
530123-3499040,김영빈,본인,최하율,배우자,,,,
680413-0919377,한예진,본인,김윤윤,배우자,박민진,자녀,,
700109-3278434,김예수,본인,최서연,배우자,,,,
951218-4234672,한영윤,본인,이민우,배우자,장윤혁,자녀,조준영,자녀
640111-7950740,최영아,본인,임하혁,배우자,김정우,자녀,윤민호,자녀
660407-6190198,한영수,본인,오준빈,배우자,임서윤,자녀,이지빈,자녀
590512-7358475,임현빈,본인,임서진,배우자,김현영,자녀,윤서빈,자녀
961027-5050312,강현영,본인,조서수,배우자,박하호,자녀,정서영,자녀
600919-8246487,이예아,본인,김도진,배우자,임현빈,자녀,,
590418-0252802,윤도수,본인,,,,,,
690718-1171609,정영수,본인,오윤영,배우자,조민수,자녀,,
811215-5407385,정하우,본인,오서혁,배우자,,,,
540511-1226577,윤현아,본인,임윤진,배우자,장하수,자녀,윤준윤,자녀
700617-0536101,김지윤,본인,,,,,,
861025-5800915,정영진,본인,임준진,배우자,이지진,자녀,임윤윤,자녀
740227-7328992,임태연,본인,,,,,,
531218-9229502,윤지아,본인,정예빈,배우자,,,,
920625-4654337,강준우,본인,최하윤,배우자,,,,
550908-5207022,윤태영,본인,김도혁,배우자,정하윤,자녀,이민윤,자녀
750706-7725712,송하빈,본인,최지연,배우자,오서연,자녀,김지윤,자녀
890428-6843236,김민우,본인,임예진,배우자,장정혁,자녀,오윤연,자녀
680827-0393709,정민영,본인,박현진,배우자,,,,
740305-2628247,송민민,본인,정예혁,배우자,,,,
550801-2459173,송현윤,본인,,,,,,
990801-0257934,임서진,본인,장윤진,배우자,,,,
801028-2023509,송지영,본인,임정빈,배우자,,,,
680618-9048747,김태진,본인,최예수,배우자,박윤영,자녀,,
700723-2182836,윤태우,본인,장도진,배우자,,,,
520620-9633716,임서진,본인,이현영,배우자,,,,
910601-4904836,정민윤,본인,,,,,,
641019-4610037,송하빈,본인,김윤연,배우자,,,,
840728-7297595,박지윤,본인,박민윤,배우자,최서우,자녀,김민빈,자녀
890409-4208527,박민수,본인,오지영,배우자,박도빈,자녀,임서우,자녀
830226-7386549,한태진,본인,최서연,배우자,정예율,자녀,,
720416-7037161,강준연,본인,오정호,배우자,장정빈,자녀,오도혁,자녀
911108-8962758,김태현,본인,이현윤,배우자,,,,
740810-6689405,임서연,본인,윤지혁,배우자,이윤윤,자녀,,
860622-3288255,송현영,본인,이윤빈,배우자,임민윤,자녀,임정연,자녀
810912-7680789,강서현,본인,오현혁,배우자,박준호,자녀,,
661219-1205939,한현윤,본인,,,,,,
871119-1887893,한영빈,본인,임하수,배우자,,,,
920407-9807530,송서민,본인,정현우,배우자,김현윤,자녀,,
740215-4205171,임태우,본인,,,,,,
590218-8371654,최민민,본인,박정진,배우자,최민영,자녀,장윤수,자녀
760327-8956493,한서연,본인,박하혁,배우자,,,,
530522-2954967,이도현,본인,최현율,배우자,정하우,자녀,,
600914-5483209,정예영,본인,,,,,,
690127-4837465,박준연,본인,윤윤진,배우자,임서영,자녀,,
771002-8348010,임태아,본인,이민혁,배우자,,,,
980818-9512356,강도연,본인,,,,,,
670728-0979951,정영아,본인,오서혁,배우자,,,,
550915-7847746,김지아,본인,,,,,,
531109-9499938,송지현,본인,조하영,배우자,,,,
880410-4109105,김도연,본인,오서율,배우자,,,,
761104-0108460,송태우,본인,,,,,,
511108-8545115,김지우,본인,이정호,배우자,임준진,자녀,,
940624-0639897,송준연,본인,임서영,배우자,,,,
590610-3606707,한현아,본인,조하우,배우자,,,,
